feature,importance,feature_type
THEMIS,0.0408713098140994,RNA
TRAC,0.035650339119138924,RNA
BCL11B,0.03557526655686988,RNA
CAMK4,0.03406736477022549,RNA
LEF1,0.03400629644163939,RNA
INPP4B,0.03390023339860932,RNA
IL7R,0.033698422585085916,RNA
LYN,0.03232709302520691,RNA
PRKCH,0.0291692278383363,RNA
ITK,0.029079993150616018,RNA
LRMDA,0.02906943805590541,RNA
TC2N,0.028958031304088666,RNA
MARCH1,0.02884515264753084,RNA
PLXDC2,0.028165761873468195,RNA
CD247,0.028056224735910372,RNA
CD74,0.02762229832660288,RNA
SLC8A1,0.027559130626097238,RNA
HLA.DRA,0.02723772460902984,RNA
FCN1,0.027009761410121035,RNA
MEF2C,0.02694614749599869,RNA
LYZ,0.02690355659127499,RNA
IL32,0.02652639924140148,RNA
JAK2,0.02632256336570756,RNA
BNC2,0.026194855647179983,RNA
SAT1,0.025903727322956066,RNA
DOCK5,0.02576710216741695,RNA
TRBC2,0.025760128590120238,RNA
SRGN,0.025728960846567395,RNA
PRF1,0.025548890610419338,RNA
BCL2,0.02548463944626265,RNA
CLEC7A,0.025395930481278847,RNA
VCAN,0.0253715909957246,RNA
ZEB2,0.02529990772715949,RNA
DMXL2,0.025234004794296216,RNA
ANK3,0.02498629726921931,RNA
FGD4,0.02480423885865944,RNA
CPVL,0.024678155110688816,RNA
HLA.DQB1,0.02425511316687328,RNA
KLRF1,0.024251306187397542,RNA
ARHGAP26,0.0241844011362298,RNA
CD36,0.02416931119493046,RNA
TYMP,0.024148382561077555,RNA
TCF7L2,0.023758516293544942,RNA
NR3C2,0.02348505625817949,RNA
NCR1,0.023405807804685257,RNA
IRAK3,0.023214567244947075,RNA
ARHGAP24,0.023214228870020146,RNA
LYST,0.023187639165542624,RNA
TNFAIP2,0.02313353323534889,RNA
AOAH,0.023054059814739316,RNA
MAML3,0.023005534392450948,RNA
PTGDR,0.022590546114647284,RNA
TBXAS1,0.02257720767904724,RNA
HDAC9,0.022550804237370648,RNA
GAB2,0.022545103144968045,RNA
MCTP1,0.022456328844701376,RNA
TYROBP,0.022416055794005674,RNA
KYNU,0.022367565619382607,RNA
ITGAX,0.022251326199849743,RNA
RBM47,0.022182256468671988,RNA
KLF4,0.022168341913459733,RNA
BACH2,0.022122411305414456,RNA
ITGA6,0.022098786259230445,RNA
HLA.DQA1,0.021986431305521418,RNA
SCLT1,0.02190592342028779,RNA
SYNE2,0.021897195962611447,RNA
MYOF,0.021871923890638474,RNA
GRK3,0.02185097246168291,RNA
RAB31,0.021838490205524155,RNA
HLA.DRB1,0.02178844121272685,RNA
FCER1G,0.021787144759109048,RNA
HCK,0.02176642925850006,RNA
CSF3R,0.021755166731855402,RNA
TLR2,0.021737151888505613,RNA
RTN1,0.0217366104057378,RNA
PDE3B,0.021730685423546416,RNA
BACH1,0.021726097909017937,RNA
PLCB1,0.021689029645804797,RNA
AC020916.1,0.02166144476568345,RNA
PSAP,0.02161319654455469,RNA
BANK1,0.0215200513314618,RNA
WARS,0.021453872321442413,RNA
PID1,0.021394484688395637,RNA
MNDA,0.021258755938875013,RNA
NEAT1,0.021226932231219877,RNA
GAS7,0.02122521754296859,RNA
CTSS,0.021178997084013367,RNA
WDFY3,0.02116754613531195,RNA
CST3,0.021103500716612326,RNA
NKG7,0.021099234499126155,RNA
FAM49A,0.02103249016369977,RNA
MPEG1,0.021018034778052648,RNA
SULF2,0.020943086752662834,RNA
GRAP2,0.02094300635501565,RNA
LRRK2,0.02091564591837189,RNA
UBE2E2,0.020893635026175916,RNA
PTPRE,0.020858021906629543,RNA
TMEM176B,0.020849089634139263,RNA
RORA,0.02066284585991436,RNA
RNF130,0.02065760687209552,RNA
ENTPD1,0.020655595848448886,RNA
ADGRE5,0.020644906805395342,RNA
RALGPS2,0.020617690468917448,RNA
CD83,0.020563446257277573,RNA
NAMPT,0.02052571012670597,RNA
MS4A1,0.020522077590018534,RNA
PAX5,0.020478953752117397,RNA
ATP8B4,0.020469677516420537,RNA
STAT4,0.02040134094375856,RNA
FGL2,0.02037727411059991,RNA
PILRA,0.020317713468965368,RNA
HLA.DRB5,0.020272203129636485,RNA
GNLY,0.020205117474409822,RNA
CREB5,0.02012101741302806,RNA
LTB,0.020051396703056622,RNA
DPYD,0.020037066670038066,RNA
CPPED1,0.01992482517577371,RNA
FCRL1,0.01981122531913759,RNA
EPB41L3,0.019760089833635593,RNA
ADGRA1,0.019659602296870825,RNA
CST7,0.019658876421462596,RNA
OSBPL10,0.01956961627715189,RNA
IGFBP7,0.019481587270120015,RNA
RAB11FIP1,0.019449153047273127,RNA
STX11,0.01934920984289602,RNA
chr12.119988334.119990686,0.019285448712996943,ATAC
CCDC88A,0.019225623837461694,RNA
PCAT1,0.01922143804689276,RNA
GZMB,0.019159264475523765,RNA
TCF4,0.01914558381134885,RNA
SH2D1B,0.01904324148359455,RNA
ZFHX3,0.01902419036206245,RNA
TXK,0.01898115621903598,RNA
KLRD1,0.01896235916744326,RNA
SLC31A2,0.01895356609006032,RNA
NELL2,0.018892241884806413,RNA
PLEKHG1,0.0188870865847615,RNA
CD96,0.018845829506837778,RNA
PRAM1,0.018824157033207306,RNA
LINC00926,0.018817878740378553,RNA
ACSL1,0.018795527425615053,RNA
CEBPD,0.01872180854533847,RNA
CCR7,0.018672976339861445,RNA
TAFA1,0.0186547031799894,RNA
TNFRSF1B,0.018604914338306744,RNA
CLEC12A,0.018552660531271293,RNA
MEGF9,0.018468587408696734,RNA
FHIT,0.01845181471552052,RNA
ADAMTSL4.AS1,0.018437940188669663,RNA
PSTPIP2,0.018423801374019326,RNA
LINC01550,0.018361638654159837,RNA
RPS27,0.018332330753124713,RNA
ATP2B1.AS1,0.018317289651124433,RNA
KIF13A,0.01828546709544402,RNA
MAP3K20,0.018254458157215377,RNA
GLOD5,0.018235229656805345,RNA
AP003086.1,0.018181371520788164,RNA
ANXA1,0.01817902775803988,RNA
MLLT3,0.01815319354875248,RNA
IFI30,0.018108528463165477,RNA
WDFY4,0.018091548646324035,RNA
RGS2,0.01806403608157966,RNA
MARCKS,0.018030946049239632,RNA
FTH1,0.017906584072030888,RNA
SPON2,0.017875234447713762,RNA
MTSS1,0.017763821678511923,RNA
TNFSF13B,0.017753273410621696,RNA
LRRK1,0.017749862650648943,RNA
BLNK,0.017733973405579646,RNA
BLK,0.017726858799584983,RNA
SLC11A1,0.017693884757182282,RNA
HLA.DPB1,0.01767559986241563,RNA
EBF1,0.017653726834813158,RNA
CD79A,0.01759972885898139,RNA
EXT1,0.01759112648092423,RNA
MAL,0.017520796550715808,RNA
AC139720.1,0.01749915316257943,RNA
RIN2,0.017498409635113135,RNA
SAMD3,0.017477326407663214,RNA
ADGRG1,0.017469191771793985,RNA
RASGRF2,0.017429371786251993,RNA
CCL4,0.01741301880331645,RNA
FRMD4B,0.017326925481214686,RNA
CD22,0.01732587305165896,RNA
DYSF,0.017277727877362956,RNA
PYHIN1,0.017251702953630727,RNA
DENND5B,0.017248400587241954,RNA
CPED1,0.01723157224391282,RNA
HLA.DPA1,0.017224818875867288,RNA
GFOD1,0.017200321539835837,RNA
CD8A,0.017049623810189946,RNA
SERPINA1,0.0170461905813716,RNA
PPM1L,0.017012679527754947,RNA
NIBAN3,0.017010232776105368,RNA
TBC1D9,0.01693360911551068,RNA
PLA2G4A,0.016874817995921332,RNA
S100A11,0.016872266903679135,RNA
MS4A6A,0.016869179578940706,RNA
BCL11A,0.016855492299769154,RNA
CNTLN,0.01683141306623998,RNA
LINC00877,0.016808299760777298,RNA
C1orf21,0.016805756648837294,RNA
EMILIN2,0.016801720742138822,RNA
VCAN.AS1,0.016760343579289988,RNA
TFEC,0.016757048816480286,RNA
GZMA,0.016745129858479185,RNA
MIR646HG,0.016738515359841073,RNA
RPL41,0.016731216803131818,RNA
SPECC1,0.016677196179502373,RNA
SLC8A1.AS1,0.016627828713781066,RNA
TRDC,0.016620138206957277,RNA
IL2RB,0.016618670611740594,RNA
LRRC25,0.016569962074119662,RNA
FRY,0.016567060643932423,RNA
PAK1,0.01652510680290749,RNA
PDGFD,0.01651500158070807,RNA
TNFSF10,0.016498994580039523,RNA
PLCL1,0.016480461994394787,RNA
SHTN1,0.016472874335601392,RNA
FCGR3A,0.016444617704831053,RNA
TRBC1,0.016292061615996306,RNA
KLRC2,0.016257076151566182,RNA
CSF1R,0.016256697319588,RNA
chr5.150396217.150413924,0.01622740718796845,ATAC
CARD11,0.01621634203031238,RNA
CDK14,0.016213836145836626,RNA
CD160,0.016195335137191142,RNA
chr11.72735641.72740414,0.016183446568182422,ATAC
IRF8,0.016178881206219797,RNA
CFD,0.016168580953537535,RNA
PLAUR,0.01616197720125421,RNA
TMEM144,0.01615009528942506,RNA
RPS18,0.016116179263853316,RNA
SIPA1L3,0.016112811584157675,RNA
AFF3,0.016074175347725216,RNA
RASGEF1B,0.0160577847275015,RNA
COTL1,0.016046842299943492,RNA
FGD6,0.0160312315366792,RNA
AP002075.1,0.01599211131669322,RNA
ATF3,0.01598527288872623,RNA
RIPK2,0.015941169219897657,RNA
CLIC3,0.01592728159812374,RNA
AC009093.2,0.015842134437512617,RNA
PELI2,0.015825849362668395,RNA
chr22.44023618.44027636,0.015813880970571525,ATAC
AC120193.1,0.015773139049713624,RNA
MIR181A2HG,0.01576663484950884,RNA
COL19A1,0.015748581916327734,RNA
RPL10,0.015734764417560793,RNA
ADGRE2,0.015717295374961436,RNA
NCALD,0.01570643713783628,RNA
SEL1L3,0.015691335133225782,RNA
SGMS2,0.015642473748599707,RNA
RPL34,0.0156139419977171,RNA
AL157871.4,0.015550284217258806,RNA
KLRK1,0.015495219550313029,RNA
AL034397.3,0.01547198145798273,RNA
IGHD,0.015470957956733122,RNA
TTN,0.015366475951645458,RNA
RNF157,0.015365581034940543,RNA
FAM198B.AS1,0.015337576094329921,RNA
DAPK1,0.015306662316960241,RNA
LPCAT2,0.015282243228282432,RNA
RPS27A,0.01520144840041521,RNA
STK3,0.015179901789113642,RNA
TMEM170B,0.01517549984989873,RNA
GNG7,0.01515233797506851,RNA
S100A9,0.015151660777758551,RNA
GCH1,0.01514440675240597,RNA
RNF165,0.015140870744399494,RNA
IGHM,0.01512285171203425,RNA
ACER3,0.015121484436764294,RNA
