feature,importance,feature_type
SLC8A1,0.33788144696576217,RNA
LYN,0.2824907836833697,RNA
BANK1,0.11671033828574384,RNA
THEMIS,0.04673895493354679,RNA
NKG7,0.04466850691182745,RNA
BCL11B,0.022552889315836218,RNA
LRMDA,0.012222541521074277,RNA
PLXDC2,0.010359926801142757,RNA
ITK,0.0077773593552616805,RNA
JCHAIN,0.007538006626007744,RNA
VCAN.AS1,0.006222299363288093,RNA
CST7,0.005181642044257814,RNA
chr2.85434620.85438905,0.0051785198438222355,ATAC
chr17.2040988.2043012,0.004968088352499567,ATAC
C1orf21,0.004936552437088279,RNA
TRAC,0.004428016798636439,RNA
AIF1,0.004226636213912299,RNA
NIBAN3,0.003924710723879563,RNA
LEF1,0.003426242684962233,RNA
chr6.37168901.37172986,0.0034015608472092815,ATAC
PDE3B,0.00298892830314444,RNA
chr6.32194925.32197881,0.0021475454696983256,ATAC
chr1.36155097.36158429,0.0017727648712183267,ATAC
TC2N,0.0017362345916453158,RNA
CSF2RA,0.0014736786873064014,RNA
AC116362.1,0.0013686342973901543,RNA
AFF3,0.0013607945967490562,RNA
NCR1,0.0013515231763192037,RNA
CD79A,0.0013421054749878844,RNA
RPL29,0.0012051593523228982,RNA
chr4.7067100.7069220,0.0012051355446839353,ATAC
chr10.119595548.119597871,0.0011673297237966098,ATAC
MTRNR2L12,0.0010900752489370587,RNA
RHEX,0.0009545839765485694,RNA
chr14.23300303.23303532,0.0009540302256659145,ATAC
chr12.990208.992080,0.0009368801943910213,ATAC
TFDP2,0.0008854160702739592,RNA
PCAT1,0.0008309929786986792,RNA
KLRB1,0.0008299420145112013,RNA
AC109361.1,0.0008129210058559106,RNA
AC026341.1,0.0007648076812845255,RNA
TPT1,0.000723397122360445,RNA
chr17.21040153.21044184,0.0007111726897289282,ATAC
chr10.101059924.101063943,0.0006734532447371302,ATAC
HDAC9,0.000632444156086566,RNA
CD247,0.0006023359436357893,RNA
chr15.78148581.78150306,0.0006023238570748616,ATAC
GNLY,0.0005829758748134178,RNA
chr5.33440129.33441911,0.0005646904101847727,ATAC
FCGR3A,0.0005406859965986608,RNA
CYYR1,0.000492405998492822,RNA
chr17.43387900.43389850,0.0004917390753066062,ATAC
SLC38A11,0.00047996764871876223,RNA
chr20.10433377.10435684,0.00046898222254253334,ATAC
AC092969.1,0.0004678614402377629,RNA
TGFBR3,0.00044702613707893837,RNA
chr19.42279428.42287028,0.0004408872743091482,ATAC
AC124254.2,0.0004336559547084028,RNA
GRK3,0.00043136255863642593,RNA
chr19.33371978.33374737,0.0004230839239621903,ATAC
chr19.41261805.41265888,0.0004223309301102075,ATAC
chr19.49486835.49494076,0.00042217131935687416,ATAC
chr9.100098098.100100011,0.00042089651753658404,ATAC
MS4A1,0.00042059582782536415,RNA
chr5.10352584.10355519,0.0004203906792957265,ATAC
chr1.156497845.156503221,0.0004203517435877979,ATAC
chr12.132444656.132448415,0.0004193813538166241,ATAC
AC122697.1,0.00041854417354358935,RNA
chr1.26694884.26698610,0.00040757247662065585,ATAC
chr1.117605105.117607995,0.0003794640345781558,ATAC
chr2.71129679.71131224,0.00035898532028181483,ATAC
chr17.60390398.60393422,0.00035685550794531173,ATAC
RPS15A,0.0003519924072100852,RNA
chr2.174485681.174487894,0.0003373013599619173,ATAC
chr3.197959593.197960984,0.0003223793508949251,ATAC
chr7.67301916.67303448,0.0003163359162246607,ATAC
chr16.1781447.1783737,0.0003162200249644316,ATAC
chr1.23979659.23981168,0.00031622002496428957,ATAC
chr5.39072890.39075347,0.00031537409407726,ATAC
BLNK,0.00030945889527932884,RNA
SLC7A11,0.00030677107724581945,RNA
chr5.173615790.173617132,0.0003065094608612511,ATAC
chr15.67520166.67522464,0.00029083668097219806,ATAC
chr14.39430750.39433600,0.00028702844254610717,ATAC
RPL18A,0.00028150899955688206,RNA
JAKMIP2,0.0002815076221554947,RNA
chr2.237689247.237698732,0.0002808973470009394,ATAC
chr12.6469766.6471540,0.0002768075789037716,ATAC
RPL32,0.00027189696447309025,RNA
chr19.18202695.18205602,0.00027175570922473844,ATAC
FTL,0.0002676029385309734,RNA
chr9.99103914.99106230,0.0002661281700678764,ATAC
LINC00159,0.0002617187315597412,RNA
chr2.10301117.10304553,0.00025618461728164394,ATAC
RPS28,0.00025065610212158645,RNA
chr13.98575908.98578111,0.000244548165942127,ATAC
IGHE,0.00024254857253632804,RNA
SWAP70,0.00023659123763569747,RNA
chr17.1714049.1718103,0.0002345178497371147,ATAC
chr12.76763326.76765027,0.00023425456684848776,ATAC
chr17.81033375.81036220,0.00023063803067877863,ATAC
SAT1,0.00022852781111701534,RNA
chr22.38504627.38507295,0.00022527736985538367,ATAC
RPL37,0.0002251853663341395,RNA
AJAP1,0.00022374090222172303,RNA
chr17.16380279.16381878,0.0002154185723763434,ATAC
chr21.37071990.37074559,0.00021335696869573687,ATAC
chr19.13829695.13845207,0.0002113831087842836,ATAC
chr11.61961277.61968892,0.00021086910897661157,ATAC
chr2.207528404.207531568,0.0002089498317521206,ATAC
IFITM2,0.00020799060584053932,RNA
chr17.81509352.81516142,0.0001983615494023679,ATAC
chr22.41285123.41287216,0.00019062514017353062,ATAC
chr17.75842842.75845690,0.00019026964362409759,ATAC
CDK6,0.00018802073751204151,RNA
chr18.5294093.5297362,0.00018673613714328285,ATAC
